,processed_text
1220,@cineworld congratulation free 1 month activate charge £ 34.80 month absolutely furious 😡
1221,hell hath fury like hamstring cramp ouch
1222,think Cadres get SRC deployment cadre bitter Ku tough Macom
1223,public opinion revenge Pakistan govt unable decide @aajtak @timesnow @narendramodi
1224,@johnaugust @clmazin look forward @abcdesignate open stuartspecial literally yell tv
1225,@dmanthonyjoseph @TheClumpany grudge truth abundance
1226,mistake half assed excuse burn hell forever
1227,@aurena1701 @angryorchard ste luckily fly happy drunk lolololol
1228,@dfscare apparently contact Sofas mean deliver today old one gone sit floor sofas
1229,fuke fume 😤
1230,love Megan rage Kendall Jenner photo sit like 🤔 🙃
1231,@The_Nasty_P get to fast n furious
1232,@ParrishWalton @kjmgolf good asset offense RB WR longterm offense utilize
1233,@LisaAsquithtobe @craig8710 @waynehaselden @june65wigan wigan big club bitter
1234,@Callidissima @ahouseingotham wrath khan good movie time
1235,Candice pout get preposterous week week go bit Jack Nicholson Joker GBBO
1236,@BonesARP disappointment '\n\nhe fake pout start chuckle
1237,@cc_yandian @HillaryClinton team draw hat daily personality drug   yeller quiet scream 😂 😂
1238,@kateracculia @themathofyou true reverse engineer drink scientific method hear rage
1239,@xandraaa5 @amayaallyn6 shut hashtag cool
1240,love tay amp tiff sit house work 🙃
1241,@unknownandyoung low growl escape oh oh
1242,cheap pout brodcast
1243,fuck boil inside go to good let
1244,@johnaugust @clmazin look forward @abcdesignate open stuartspecial literally yell tv umbrage
1245,@HuffPostUK   great wrath woman scorn
1246,Tiangong 1 China space laboratory come fiery end late 2017 average decommissioned satellite burn
1247,resent bite tongue
1248,@xxmariab listen yh provoke cos cry
1249,@MetPoliceFC true player cop drink chill bitter player Walter Mitty type @KeviboyAllen
1250,wonder american city protest police shooting Smh whenwillitstop   howmanymoretime
1251,matt psychological study provocation abusive relationship
1252,People irritate MF soul
1253,important thing bestrong hold   thought
1254,lot 100 Ghandi road rage
1255,need tell Candice stick shitty pout wind change GBBO
1256,happiness good revenge
1257,luck rest fall go like today think go like season bestdayever magic work
1258,real sjw let america down\nI find us\nI let let in\ni rage lol\n@sergiosarzedo
1259,@sargon_of_akkad like burn rap album buy gosh darn rid
1260,Standard Candice start pout startasyoumeantogoon GBBO
1261,@everycolorbot like color look trigger colorblind
1262,log fucking Snapchat Snapchat
1263,hell break loose Charlotte CharlotteProtest anger loot
1264,@eaglegiles23 @tgilmore_92 miss outrage
1265,@djdduece jojo 12:30 midnight let rage WRYYYYYY
1266,@nytopinion   point vote trump push piece board game like angry toddler wreck everybody
1267,india revenge   make 3 new movie like phantom like ghus_k_maren_ge indian army revenge
1268,@ashleighjessica @zacflint1 pout firm d
1269,like hello bear laugh joke
1270,@ms_heartattack peanut butter take away sting
1271,little nose irritation little chill body flu flu flu FallSongs
1272,75 Tierney reach deep cross post play Alloa defence clear celtic relentless
1273,@Docjp unleash God wrath Cain
1274,guy ugly suit stop express displeasure
1275,@mjmralph poor packaging Amazon fulfil seller furious 😕
1276,@douthatnyt @jbouie @damonlinker yes bad point racism lest provoke racist   racist like
1277,@soyoprincess irritate inch thick mask
1278,@nigerianscamsss @TrillSmith think come twitter ruffle bush Tuh
1279,fist laptop screen time new lmao rage anger hp
1280,momma irritate ask question like go 😤
1281,update @iPhone lose power nearly 40 fast   furious
1282,@lydss_xx @tharealversace @fatbellybella fuckin luv incense fuck 😂
1283,Houston lose coach tomorrow midnight   yike offense
1284,recommend reading prisoner Hate Aaron Beck
1285,@stutteringgiant character fast furious pump adrenaline franchise
1286,@realpaulwalker R.I.P Paul furious 8 wait
1287,let d fume poor keeping
1288,@paulbushnell25 @ee bad news order online go happen order phone furious
1289,@chronavt ummm blog say Simon Stehr fake 7th' I'll expect investigation forthwith outrage
1290,@DarkLuneFantasy wallah blood boil need nap ugh
1291,like 12 hour worth standing calorie burn 3 hour 😭 😭 😭 😭 1stworldprobs4vs
1292,Chris eat mac n cheese imma eat taffy revenge
1293,wish sis 12 midnight receive reply 2nd sis wish get reply know fav
1294,leave rule nimber 1 carpet cleaning furious worsethananatomicbomb accidentlyspillbeeronthecarpet
1295,@thomeagle help maintain boost status world class centre education culture tolerance
1296,feel travel 700 mile pick form arrive post day leave
1297,@WWE live event Brock vs Orton 2 Saturday WWE Network need wwe @randyorton @HeymanHustle revenge
1298,Kik want swap pic post account anonymously wish Kik vsvplou Kik kikme   nude tit snapchat
1299,@firstbsa turn surprised late work
1300,@clarechampion @westclarepage peter radio piece ball pure class dig revenge total balanced pro 👏 👏 👏
1301,lose fury fear fail
1302,inpoure letter die subsist checking quaint virtuoso way fine huff l
1303,@lethargytyler ehhh guess want burst laugh 😂
1304,u b mind business grind relentless @lito615
1305,forget 5live cancel program allow extend 606 people detail outrage behaviour
1306,girl sit chew gum like cow amp m ready snap 🤗
1307,skipping meal national way show disappointment anger wiz
1308,@eamaddennfl @easports play game John Elway sack 3x fumble 3x John elway know
1309,miss fact BurkeRamsey swing amp;hit sister JonBenet face golf club previously fit anger
1310,chill af want offend
1311,cigarette burn Laura hand angle chin purse lip '(104 Gorgeous transition!@laurengrodstein
1312,@slaveguinevere little prick sting come Tennessee it1
1313,get angry tell 40 year old guy look girl like feel offend
1314,@The_Boxing_Hub klitschko @Klitschko fury day box
1315,@UltimateBoxer heart leave long again\n\n*slight pout turn smile*\n\nheheh kid fine-
1316,@freepenaltie @tmortimerftbl Doll vile creature touchline game tantrum amp shout ref love
1317,Projection perception level   worry
1318,miss fact BurkeRamsey swing amp;hit sister JonBenet face golf club previously fit
1319,blood boil
1320,leg feel like go to burst expect work
1321,think break young bull hurt 😂 😂 😭 😭 u tell bitter mad 😊 😊 😩 😩
1322,@jasonmillerindc @realDonaldTrump Prudence suggest 8+% bump 2 3 week view skepticism Media HRC axi angry
1323,@audreykare like half expect rabid troll come mention accuse csa apologist lmao
1324,hear thought ether ex post facebook pic snuggle said cat m angry
1325,m mad power ranger m incensed m furious
1326,need help anger
1327,take man suffer ignorance smile matter ste
1328,@vodafoneukhelp @vodafoneuk wow bill £ 44.77 hav text u prove take £ 148 swine   con
1329,@bt_uk track equipment deliver service suddenly delay 3 week
1330,need stop second guess thought
1331,@realjeffsdomain wolfpack theme tron sting wear wolf shirt
1332,offend u
1333,need 🍱 sushi date 🍙 @anzalduag 🍝 olive guard date 🧀 @lexiereid369 👊 🏼Rockys date 🍕 tiff
1334,follow follow relentless success
1335,grateful hungry people life hungry learn change grow help etc sure anybody well
1336,@lesyoung01 rabid dog ride child eat flesh fellow limb adult
1337,taser immobilize taser fuck need shoot second later sick rage wtf   murder
1338,blood bitter satan test becouse cleanse blood Jesus christ #aman
1339,pray boy huff
1340,ef whichever butt wipe pull fire alarm davis bc sound asleep piss angry upset tired sad tired hangry
1341,wait ninja turtle costume rage OSU Halloween 😈
1342,"dear future big brother player chase dick season win 500,00 dollar Sti bb18"
1343,@kitanoye Hell hot boiling isi ewu
1344,bee sting suck feel sick
1345,@jwolfie get to use dark skin emoji
1346,lost Frequencies Janieck Devy Reality Gestort Aber Geil Remix rage shoutdrive
1347,recommend reading prisoner Hate Aaron Beck anger
1348,find initiative thing 😧
1349,@lickmeluca wait figure like 0 100 real quick irritation
1350,delete shit Josh screenshotte snap
1351,mean watch pilot nice group actor perform story line drip relentless nihilism
1352,month til bday think time flaunt get pretty awesome revenge
1353,@carefreeash d fume
1354,join @BTCare phone talk rude take money acc willynilly
1355,@danrather King say matter fact come w/ psycho Don far affront
1356,gameday VS BUFORD today 5:30 home excited revenge
1357,@SiobhanSynnot   oh good God Quentin Letts comedy turn angry @bbcthisweek @afneil BBCTW
1358,wanna know outrage black black crime know victim BLM kill cop base medium
1359,@TillTheEndMMVI accidetly dump boiling water 😫
1360,  guess hold grudge good
1361,@l1ght__eyes u try boil em take year
1362,@cburt43 turn frown upside
1363,ESPN assume want free magazine offend
1364,resent have bed sensible hour guy want TALK PEOPLE
1365,epipen public outrage occur expand PAP Patient Assistance Progrm coupon rebate .@GOPoversight @oversightdem Mylan epipen
1366,fuck suppose lunch dinner money work furious hangry day5
1367,need new outlet rage
1368,take break wedding rage general stupidity certain people internet
1369,@tdsnation blame break madden year
1370,Prayers amp protection brother sister fight Charlotte   machine
1371,@meghanemurphy oh gosh 800 + rage comment cruise fan die laugh
1372,color leave are- change   heatwave LA still- rage   Lattes batch visit pumpkin patch fallsong
1373,block post storm think aware damn rain quit damn rage
1374,need new outlet
1375,person ™ bitter see ravi stan
1376,rudely say woman long hair inner feminist try rage
1377,@kodieburch yesss apparently popular snap 🙄
1378,@m_warner21 Yikes wrath Maddie
1379,Candice stand pout face aggravate week
1380,@marthalyssa yep LOL
1381,@coltonflurry @strangefacesla cancel CBS access live feed JC say Vic win AFP paul.should win imo bitter
1382,@ImpugnValkyrie frown cup cheek hand step aside Angela care know
1383,ooooooooh GOD UUUUGGGGHHHHHHHHH
1384,liberal outrage don king say n word anger white yuppie progressive fuck shame black
1385,@sippycoup hurt eat read marshmallow good bc soft irritate
1386,@NM_NickNocturne Incentivise people roam internet morally offend
1387,@barackobama love Lizzy Warren late rage Wall Street
1388,think Xbox s madden bundle come physical copy madden code 😴 go to fucking forever download lol
1389,Trumpism likewise rest bed racial resentment knowingly intentionally long Trump get politic
1390,get season Wentworth watch stupid cunt work ruin 😭 😭 @__KirstyGA   oldcunt
1391,Zero help @ups customer service push buck forth promise callback happen anger loathe
1392,@jbcrewdotcom fan insult
1393,know softball ste bad Jimmy Fallon lot heat amp;ldquo;softball&amp;rdquo Donald trump interview
1394,time remove cb team screw rip Band aid ste bit
1395,@starflowerz17 @DreamerAbe bitter Nicole Cory evict
1396,belittle kitty straight service provoke lift aboard Wycelv
1397,@kingcharles9th Lowkey forget twitter follow m go to
1398,@savageimiike favorite song brother real talk rage
1399,@jaybusbee Archie offense kinda old
1400,@paulkrugman relentless echo chamber negative comment lot reverb typical bully behavior
1401,Spurs radio commentator refer Mauricio Pochettino MoPo feel sudden surge rage
1402,@greythetick jump hoop take irate netizen decide play rule
1403,@bigbrother__usa jealous cry baby   gladsheisgone crybaby
1404,life order complete amazing life journey successfully bitter
1405,take man suffer ignorance smile matter
1406,Bpharm4 guy Eish guy bring anger life nje like darkness fill @RamatsobaneM know
1407,@simon_penn_r @AntisocialJW2 turn fiery GG radical
1408,believe woman fiery month struggle struggle develop strong character
1409,need pout time get nerve GBBO
1410,forget mention buy dreamboy ticket 🙄 😂 rage
1411,dear Indians hard swallow try swallow bitter pill Pakistan number test cricket
1412,@mannym83 @DareToReagan oh yeah HATE air raid like Oregon Baylor offense fan ole miss
1413,flat party instantly bollocke fume
1414,@sueblue35 @nsoz7 @immortalbulldog huh sprint coach slow team comp talk rob living outrage
1415,@SarahMi40605180 @kaileighhxo sorry burst bubble illusion 🙈 😂 😂
1416,@groupanon black armed thug record carrying gun illegally gets shoot black cop outrage    joke let em destroy town
1417,absolutely rage change CAS joke
1418,@rumanaa_r @daiiyroast offend 🙄 😭 😂
1419,@deadspin @jrzy_boy leave want play heavy game need offense tho
1420,@voguemagazine learn @FreePeople viral insult ballet stop try wrongfully stick model pointe shoe 🙄
1421,LIFE TIP 101 know unresolved anger likely cause problem area life recognize amp properly deal
